pokemon,number_of_battles,Raw count,usage,Viability Ceiling
Porygon-Z,1485104,23107,0.002647,"[1478, 85, 77, 59]"
Mandibuzz,1485104,229513,0.1622258,"[12584, 90, 81, 64]"
Toxicroak,1485104,10743,0.0007076,"[780, 85, 71, 54]"
Volcarona,1485104,291244,0.0708475,"[14866, 88, 78, 61]"
Accelgor,1485104,10396,0.0003109,"[757, 78, 72, 55]"
Raichu-Alola,1485104,21728,0.0023298,"[1601, 88, 75, 58]"
Roserade,1485104,20262,0.0008646,"[1584, 83, 71, 56]"
Spiritomb,1485104,8811,0.0001111,"[710, 74, 66, 54]"
Trubbish,1485104,387,0.0001226,"[27, 84, 84, 62]"
Archeops,1485104,6459,0.0001682,"[506, 80, 72, 54]"
Snorlax,1485104,37289,0.0053881,"[2740, 86, 77, 55]"
Uxie,1485104,11127,0.0009885,"[723, 83, 73, 57]"
Kangaskhan,1485104,2821,0.0001005,"[241, 77, 71, 52]"
Regirock,1485104,8737,0.0005661,"[691, 79, 75, 54]"
Vanilluxe,1485104,11569,0.0014763,"[768, 81, 76, 61]"
Barraskewda,1485104,170224,0.0196475,"[10484, 85, 76, 59]"
Mimikyu,1485104,49690,0.0014925,"[3039, 81, 71, 55]"
Poliwrath,1485104,11123,0.0001331,"[818, 81, 67, 54]"
Machamp,1485104,13315,0.0001693,"[931, 74, 67, 54]"
Tornadus,1485104,8111,0.0004548,"[638, 80, 74, 60]"
Cresselia,1485104,19348,0.0028198,"[1213, 83, 79, 62]"
Xurkitree,1485104,21504,0.0007039,"[1452, 78, 73, 57]"
Bronzong,1485104,9654,0.0004215,"[753, 82, 73, 56]"
Chansey,1485104,57039,0.0342662,"[3505, 90, 80, 59]"
Blaziken,1485104,154860,0.0101639,"[8647, 85, 75, 59]"
Diggersby,1485104,34494,0.0032731,"[2000, 86, 79, 62]"
Magearna,1485104,385120,0.1861522,"[17904, 90, 80, 64]"
Articuno-Galar,1485104,10998,0.000475,"[864, 80, 72, 55]"
Absol,1485104,8504,0.0002345,"[631, 75, 67, 54]"
Garchomp,1485104,479007,0.1472903,"[23898, 89, 79, 62]"
Pincurchin,1485104,6137,0.0001761,"[620, 77, 72, 54]"
Slurpuff,1485104,33803,0.001658,"[1982, 85, 72, 58]"
Ferrothorn,1485104,547849,0.1819004,"[25962, 90, 79, 62]"
Eldegoss,1485104,4397,0.0005416,"[337, 84, 80, 59]"
Zapdos-Galar,1485104,188185,0.0276377,"[10438, 87, 77, 62]"
Kommo-o,1485104,77993,0.029555,"[4248, 88, 79, 60]"
Darmanitan,1485104,31028,0.0006656,"[2114, 79, 72, 57]"
Milotic,1485104,35610,0.0017828,"[2270, 83, 69, 55]"
Ditto,1485104,49907,0.0074715,"[2966, 84, 76, 59]"
Aerodactyl,1485104,14434,0.000682,"[1064, 80, 70, 55]"
Marowak-Alola,1485104,40163,0.0045848,"[2443, 85, 76, 61]"
Toxapex,1485104,369535,0.2664366,"[19697, 90, 81, 62]"
Dhelmise,1485104,7534,0.0005303,"[546, 85, 72, 56]"
Latias,1485104,59743,0.0159879,"[3869, 88, 80, 62]"
Landorus-Therian,1485104,800897,0.3826018,"[31290, 90, 80, 64]"
Lapras,1485104,14183,0.00024,"[987, 78, 68, 54]"
Bisharp,1485104,89967,0.0451144,"[5060, 88, 82, 62]"
Toxtricity,1485104,35733,0.0066121,"[2388, 88, 77, 56]"
Krookodile,1485104,72362,0.0116369,"[4720, 86, 75, 60]"
Lucario,1485104,36945,0.0005382,"[2962, 83, 68, 54]"
Sirfetch'd,1485104,10106,0.0006779,"[838, 81, 70, 55]"
Aurorus,1485104,6297,0.0010368,"[517, 81, 72, 56]"
Mantine,1485104,9928,0.001091,"[690, 83, 74, 59]"
Nidoqueen,1485104,11563,0.0022184,"[799, 85, 81, 60]"
Regidrago,1485104,19476,0.0015126,"[1552, 84, 76, 58]"
Thundurus,1485104,11455,0.000515,"[918, 85, 75, 59]"
Doublade,1485104,5656,0.0001082,"[478, 75, 65, 53]"
Scolipede,1485104,19942,0.0024637,"[1361, 88, 77, 56]"
Aggron,1485104,17899,0.0022934,"[1265, 85, 71, 54]"
Togekiss,1485104,75753,0.0165679,"[4845, 87, 78, 57]"
Sandslash,1485104,2318,0.000727,"[220, 80, 77, 55]"
Heliolisk,1485104,14242,0.0005235,"[1000, 79, 68, 55]"
Celebi,1485104,7228,0.0004967,"[562, 84, 75, 55]"
Arcanine,1485104,29993,0.000522,"[1798, 81, 68, 55]"
Omastar,1485104,7982,0.0017114,"[528, 86, 79, 57]"
Corsola-Galar,1485104,23923,0.0007889,"[1367, 75, 70, 55]"
Pyukumuku,1485104,10479,0.0033673,"[732, 85, 82, 59]"
Victini,1485104,65791,0.0235902,"[3924, 89, 81, 62]"
Cofagrigus,1485104,8622,0.0001948,"[492, 76, 69, 54]"
Venusaur,1485104,68504,0.007397,"[4589, 87, 74, 58]"
Magnezone,1485104,78327,0.04511,"[4925, 88, 82, 65]"
Volcanion,1485104,39545,0.0079242,"[2310, 86, 78, 61]"
Rhyperior,1485104,30570,0.0170391,"[2186, 89, 81, 60]"
Latios,1485104,167520,0.0310508,"[10296, 89, 78, 61]"
Tapu Bulu,1485104,31793,0.0090606,"[2190, 86, 79, 61]"
Incineroar,1485104,34202,0.0021274,"[2661, 85, 71, 56]"
Moltres-Galar,1485104,39646,0.0172183,"[2692, 86, 81, 59]"
Araquanid,1485104,20484,0.0005343,"[1295, 79, 72, 57]"
Moltres,1485104,164174,0.0293049,"[9441, 87, 78, 62]"
Cloyster,1485104,67807,0.016951,"[3675, 88, 79, 58]"
Tauros,1485104,8061,0.0001697,"[551, 81, 68, 54]"
Klefki,1485104,24014,0.0011875,"[1508, 81, 73, 58]"
Slowbro,1485104,315091,0.1637882,"[16009, 90, 81, 64]"
Dracozolt,1485104,79694,0.0137301,"[5093, 89, 78, 61]"
Salamence,1485104,65127,0.0086283,"[4057, 86, 75, 59]"
Arctozolt,1485104,20475,0.0056476,"[1394, 85, 79, 63]"
Metagross,1485104,38019,0.0007002,"[2815, 81, 69, 55]"
Haxorus,1485104,28186,0.0008577,"[2055, 77, 71, 55]"
Manectric,1485104,6024,0.0001726,"[360, 79, 72, 54]"
Hitmonlee,1485104,12341,0.0002407,"[745, 76, 69, 54]"
Wigglytuff,1485104,2713,0.0001384,"[213, 79, 72, 55]"
Porygon2,1485104,36711,0.0020839,"[2175, 84, 75, 59]"
Melmetal,1485104,222712,0.0811399,"[12738, 89, 79, 62]"
Crawdaunt,1485104,76361,0.0372953,"[4267, 88, 81, 64]"
Cinderace,1485104,488743,0.1761967,"[24064, 90, 79, 62]"
Mamoswine,1485104,78557,0.0132841,"[4154, 86, 80, 62]"
Goodra,1485104,28166,0.000686,"[1677, 78, 71, 55]"
Druddigon,1485104,8499,0.0001888,"[574, 79, 73, 57]"
Starmie,1485104,16632,0.0013938,"[1027, 85, 77, 56]"
Mew,1485104,72060,0.0235816,"[4164, 87, 80, 59]"
Celesteela,1485104,66175,0.0080487,"[3824, 86, 76, 61]"
Hippowdon,1485104,167541,0.1002142,"[9931, 89, 82, 63]"
Morpeko,1485104,7905,0.0001297,"[477, 80, 72, 52]"
Blissey,1485104,241892,0.1227828,"[13827, 90, 81, 62]"
Slowbro-Galar,1485104,18358,0.001305,"[1180, 85, 77, 57]"
Politoed,1485104,16657,0.0004652,"[1258, 76, 70, 56]"
Noctowl,1485104,2389,0.0005739,"[172, 82, 82, 52]"
Spectrier,1485104,54377,0.0182438,"[3774, 87, 79, 62]"
Guzzlord,1485104,3310,0.0003977,"[352, 82, 68, 52]"
Kabutops,1485104,5376,0.0001859,"[465, 80, 73, 55]"
Buzzwole,1485104,129974,0.0168363,"[8341, 88, 75, 60]"
Exploud,1485104,14852,0.00351,"[1013, 86, 81, 61]"
Dubwool,1485104,5170,0.000116,"[385, 78, 70, 52]"
Calyrex,1485104,1064,0.0006782,"[115, 81, 73, 55]"
Sylveon,1485104,27235,0.0009828,"[1875, 82, 71, 55]"
Decidueye,1485104,9885,0.000142,"[931, 73, 67, 52]"
Steelix,1485104,8963,0.0001514,"[781, 74, 69, 51]"
Amoonguss,1485104,41039,0.0156312,"[3137, 89, 80, 59]"
Urshifu-Rapid-Strike,1485104,295423,0.0650309,"[16071, 90, 78, 62]"
Walrein,1485104,3882,0.0002025,"[350, 81, 69, 52]"
Seismitoad,1485104,64039,0.0200535,"[3670, 86, 79, 62]"
Linoone,1485104,14285,0.0003695,"[900, 75, 69, 55]"
Electivire,1485104,15881,0.0001351,"[865, 82, 67, 53]"
Flapple,1485104,3814,0.000117,"[348, 76, 69, 54]"
Blacephalon,1485104,93251,0.0175026,"[5470, 86, 78, 62]"
Rotom-Wash,1485104,84110,0.0106677,"[4984, 88, 78, 60]"
Pelipper,1485104,204680,0.0443327,"[11486, 86, 78, 61]"
Avalugg,1485104,7224,0.000203,"[436, 78, 71, 55]"
Talonflame,1485104,15791,0.0006608,"[1234, 81, 71, 53]"
Umbreon,1485104,42490,0.0069995,"[2539, 85, 76, 57]"
Alakazam,1485104,59180,0.0048118,"[4088, 86, 74, 58]"
Dragalge,1485104,8098,0.0004462,"[612, 83, 72, 56]"
Heracross,1485104,18292,0.0014949,"[1407, 85, 74, 57]"
Blastoise,1485104,29966,0.0006689,"[1980, 84, 69, 54]"
Pangoro,1485104,6942,0.0006211,"[537, 84, 76, 59]"
Quagsire,1485104,45244,0.0423494,"[2776, 89, 81, 59]"
Drifblim,1485104,5347,0.0001004,"[427, 77, 66, 52]"
Jolteon,1485104,16759,0.0001165,"[1349, 71, 66, 53]"
Dragonite,1485104,261437,0.0666343,"[14655, 89, 78, 60]"
Zarude,1485104,22862,0.0117382,"[1860, 87, 81, 61]"
Gyarados,1485104,68644,0.0046617,"[4389, 86, 72, 57]"
Zygarde-10%,1485104,12405,0.0003804,"[775, 80, 76, 59]"
Vaporeon,1485104,15941,0.0006598,"[1143, 82, 72, 55]"
Chandelure,1485104,33982,0.0005797,"[2299, 83, 70, 55]"
Froslass,1485104,9891,0.0001663,"[646, 78, 72, 54]"
Reuniclus,1485104,49767,0.0239894,"[2822, 89, 82, 62]"
Ribombee,1485104,30198,0.0012222,"[1961, 83, 73, 59]"
Heatran,1485104,421673,0.1801925,"[20552, 90, 80, 63]"
Barbaracle,1485104,4796,0.0002149,"[385, 83, 71, 55]"
Tyrantrum,1485104,11067,0.0031444,"[864, 85, 82, 58]"
Dragapult,1485104,539665,0.2187633,"[26796, 90, 80, 61]"
Terrakion,1485104,22950,0.0037311,"[1629, 88, 78, 62]"
Weezing-Galar,1485104,17951,0.0009653,"[1262, 84, 75, 58]"
Gardevoir,1485104,36276,0.0004939,"[2281, 78, 68, 53]"
Regieleki,1485104,265474,0.052695,"[15500, 88, 76, 60]"
Conkeldurr,1485104,58971,0.0024917,"[3727, 82, 73, 58]"
Slowking,1485104,64859,0.0753037,"[4219, 90, 83, 67]"
Drampa,1485104,3779,0.0001227,"[272, 80, 79, 54]"
Stunfisk,1485104,1778,0.0010681,"[156, 83, 83, 55]"
Lopunny,1485104,3948,0.0001765,"[354, 79, 73, 52]"
Alcremie,1485104,3643,0.0002215,"[330, 79, 72, 54]"
Rotom-Mow,1485104,8874,0.0005283,"[739, 79, 73, 55]"
Audino,1485104,4675,0.002563,"[381, 87, 82, 59]"
Hawlucha,1485104,208657,0.0352831,"[10940, 86, 77, 61]"
Sandslash-Alola,1485104,6946,0.0015648,"[552, 85, 81, 55]"
Silvally-Ground,1485104,1579,0.0001772,"[99, 79, 79, 56]"
Torkoal,1485104,64395,0.0096263,"[4213, 87, 77, 60]"
Excadrill,1485104,284051,0.0986889,"[16497, 89, 78, 61]"
Polteageist,1485104,27915,0.001053,"[1454, 79, 72, 57]"
Bewear,1485104,8324,0.0001292,"[524, 78, 73, 54]"
Comfey,1485104,12300,0.0006331,"[693, 83, 71, 55]"
Sharpedo,1485104,11177,0.0001209,"[783, 74, 70, 55]"
Grimmsnarl,1485104,85903,0.0082006,"[5123, 85, 74, 58]"
Cradily,1485104,11308,0.0002725,"[647, 78, 69, 53]"
Regigigas,1485104,7871,0.0028399,"[744, 85, 79, 54]"
Arctovish,1485104,8929,0.0006004,"[609, 79, 73, 58]"
Tentacruel,1485104,22032,0.000558,"[1565, 81, 70, 57]"
Kingler,1485104,5220,0.000289,"[458, 78, 72, 56]"
Lickilicky,1485104,2156,0.0004244,"[190, 81, 80, 57]"
Zeraora,1485104,131129,0.0679302,"[7520, 89, 81, 62]"
Gengar,1485104,117642,0.010287,"[7657, 86, 74, 57]"
Swampert,1485104,257553,0.0557563,"[14552, 88, 78, 61]"
Corviknight,1485104,381158,0.1969196,"[20293, 90, 80, 62]"
Tapu Fini,1485104,227000,0.0869802,"[12218, 89, 79, 63]"
Sableye,1485104,12853,0.0001819,"[1010, 79, 68, 55]"
Slowking-Galar,1485104,238697,0.1641963,"[12612, 90, 81, 64]"
Primarina,1485104,32003,0.0065041,"[2182, 88, 77, 57]"
Necrozma,1485104,13411,0.0045796,"[836, 86, 81, 60]"
Golurk,1485104,10092,0.0006767,"[732, 88, 76, 56]"
Suicune,1485104,27233,0.0085583,"[1728, 86, 80, 64]"
Indeedee,1485104,14803,0.0008891,"[983, 85, 73, 58]"
Scizor,1485104,91732,0.0238508,"[5774, 89, 79, 59]"
Persian,1485104,1834,0.0003562,"[151, 80, 73, 50]"
Nidoking,1485104,248930,0.0608049,"[13859, 87, 78, 61]"
Zapdos,1485104,290065,0.1005665,"[14811, 89, 80, 64]"
Rillaboom,1485104,493134,0.1470838,"[23304, 90, 79, 63]"
Raikou,1485104,10525,0.0018198,"[768, 86, 77, 58]"
Tapu Lele,1485104,245890,0.1091961,"[12897, 90, 80, 63]"
Gastrodon,1485104,41278,0.0314336,"[2541, 89, 81, 62]"
Tapu Koko,1485104,340367,0.1430958,"[16913, 90, 80, 63]"
Thundurus-Therian,1485104,46349,0.0123848,"[2927, 85, 80, 61]"
Weavile,1485104,127847,0.0243387,"[6993, 89, 80, 61]"
Glastrier,1485104,18360,0.0059236,"[1440, 86, 82, 60]"
Tornadus-Therian,1485104,177143,0.1061686,"[10174, 90, 82, 65]"
Gigalith,1485104,8417,0.0012411,"[625, 85, 76, 54]"
Keldeo,1485104,43784,0.0245888,"[2892, 88, 82, 64]"
Tyranitar,1485104,243596,0.0614473,"[14361, 89, 79, 61]"
Aegislash,1485104,116523,0.0376486,"[7615, 89, 79, 60]"
Lycanroc-Midnight,1485104,8027,0.0007389,"[640, 81, 74, 58]"
Noivern,1485104,12045,0.000155,"[951, 78, 67, 53]"
Registeel,1485104,11747,0.0009874,"[915, 85, 74, 55]"
Cursola,1485104,5443,0.0001038,"[431, 81, 72, 54]"
Xatu,1485104,11335,0.0023956,"[619, 85, 80, 57]"
Nihilego,1485104,36456,0.0050869,"[2354, 83, 76, 58]"
Sceptile,1485104,24237,0.0002834,"[1856, 81, 68, 53]"
Silvally,1485104,2381,0.0002691,"[191, 77, 75, 55]"
Charizard,1485104,42615,0.0009094,"[3371, 83, 71, 54]"
Miltank,1485104,8306,0.0003822,"[562, 81, 71, 55]"
Zoroark,1485104,23970,0.0008603,"[1546, 80, 72, 55]"
Salazzle,1485104,33439,0.0012012,"[1887, 80, 72, 55]"
Shuckle,1485104,57742,0.0061037,"[3608, 85, 75, 56]"
Magmortar,1485104,7181,0.0001356,"[645, 72, 66, 55]"
Galvantula,1485104,30735,0.0005523,"[1971, 76, 68, 55]"
Clefable,1485104,362933,0.2159283,"[19709, 90, 81, 62]"
Sigilyph,1485104,15721,0.0003985,"[998, 78, 73, 59]"
Jellicent,1485104,11049,0.0024126,"[671, 84, 79, 57]"
Shiftry,1485104,5219,0.0001566,"[440, 84, 68, 55]"
Stakataka,1485104,18454,0.0013315,"[1394, 83, 73, 58]"
Mienshao,1485104,12752,0.0004264,"[957, 81, 72, 57]"
Ninetales-Alola,1485104,77116,0.0144174,"[4258, 88, 78, 60]"
Ludicolo,1485104,10838,0.0003364,"[862, 74, 68, 54]"
Claydol,1485104,8119,0.000705,"[642, 79, 71, 57]"
Hatterene,1485104,74505,0.0059944,"[4166, 85, 76, 59]"
Rotom-Heat,1485104,65708,0.0054648,"[4291, 86, 75, 58]"
Vespiquen,1485104,2111,0.0004374,"[213, 84, 70, 55]"
Entei,1485104,11291,0.0005373,"[793, 81, 73, 57]"
Tangrowth,1485104,63998,0.0470455,"[4159, 89, 82, 63]"
Lycanroc-Dusk,1485104,28969,0.0022415,"[1882, 83, 72, 56]"
Sandaconda,1485104,12337,0.0006635,"[819, 83, 79, 60]"
Espeon,1485104,33507,0.0005095,"[1967, 79, 70, 54]"
Diancie,1485104,8495,0.0001448,"[706, 76, 69, 55]"
Ninetales,1485104,19821,0.0003797,"[1268, 84, 71, 54]"
Kartana,1485104,357202,0.0911444,"[18124, 90, 79, 62]"
Ferroseed,1485104,744,0.0001045,"[59, 73, 73, 55]"
Azumarill,1485104,98998,0.0184355,"[5450, 86, 78, 61]"
Runerigus,1485104,10534,0.0006495,"[736, 76, 71, 55]"
Vileplume,1485104,9376,0.0001423,"[486, 72, 69, 54]"
Jirachi,1485104,63731,0.0074931,"[3934, 88, 79, 61]"
Inteleon,1485104,34856,0.0004279,"[2348, 83, 70, 55]"
Hydreigon,1485104,216521,0.1164201,"[12790, 89, 80, 62]"
Golisopod,1485104,12798,0.0002479,"[934, 77, 70, 55]"
Shedinja,1485104,18860,0.0089878,"[1177, 85, 81, 58]"
Azelf,1485104,30387,0.0018759,"[1652, 83, 74, 60]"
Tsareena,1485104,7487,0.0002978,"[547, 76, 71, 54]"
Skarmory,1485104,77914,0.0781208,"[4752, 89, 83, 63]"
Exeggutor-Alola,1485104,4424,0.0001128,"[338, 75, 72, 54]"
Flygon,1485104,13405,0.0001456,"[1006, 82, 69, 54]"
Crobat,1485104,18589,0.0003992,"[1387, 81, 69, 54]"
Hitmontop,1485104,8811,0.0001068,"[627, 76, 68, 53]"
Whimsicott,1485104,18667,0.0004344,"[1320, 76, 72, 55]"
Kingdra,1485104,58279,0.0079246,"[3781, 86, 77, 61]"
Obstagoon,1485104,73662,0.0121923,"[4640, 85, 77, 62]"
Meowstic,1485104,4588,0.0002968,"[358, 85, 74, 54]"
Kyurem,1485104,114541,0.0953256,"[6335, 88, 82, 66]"
